TREAT	INTENSITY	COLBLUM
HITRT	0.5	3.439281
HITRT	0.5	8.6236871
HITRT	0.5	0.6451376
HITRT	0.5	0.9657212
HITRT	0.5	1.2591301
HITRT	0.5	4.042776
HITRT	0.5	0.287371503
HITRT	0.5	3.600231
HITRT	0.5	5.219612
HITRT	0.5	0.82435549
HITRT	0.5	0.8358035
HITRT	0.5	3.423553
HITRT	0.5	5.7469791
HITRT	0.5	0.19905127
HITRT	0.5	1.7649724
HITRT	0.5	0.73920312
HITRT	0.5	3.987104
HITRT	0.5	0.5088143
HITRT	0.5	0.7205925
HITRT	0.5	1.38403055
HITRT	0.5	6.13767208
HITRT	0.5	1.679396
HITRT	0.5	1.5756214
HITRT	0.5	0.8075604
HITRT	0.5	1.6456816
HITRT	0.5	2.0736448
HITRT	0.5	12.285813
HITRT	0.5	4.826859
HITRT	0.5	1.766566
HITRT	0.5	6.46598956
HITRT	0.5	9.79668
HITRT	0.5	4.595602
HITRT	0.5	2.1826376
HITRT	0.5	3.5917412
HITRT	0.5	4.3616092
HITRT	0.5	2.668352
HITRT	0.5	2.7247768
HITRT	0.5	1.459122
HITRT	0.5	5.25359648
HITRT	0.5	-0.394028586
HITRT	0.5	0.7132553
HITRT	0.5	0.2425711
HITRT	0.5	1.9800808
HITRT	0.5	1.3455257
HITRT	0.5	0.131046938
HITRT	0.5	1.7347865
HITRT	0.5	1.595036
HITRT	0.5	0.25763759
HITRT	0.5	-0.31242306
HITRT	0.5	2.197534
HITRT	0.5	4.09031917
HITRT	0.5	2.474681
HITRT	0.5	2.7398648
HITRT	0.5	5.977861
HITRT	0.5	3.364832
HITRT	0.5	2.889002
HITRT	0.5	3.179447
HITRT	0.5	1.2632513
HITRT	0.5	3.050728
HITRT	0.5	1.0120185
HITRT	0.5	1.5334701
HITRT	0.5	0.7067091
HITRT	0.5	1.6126933
HITRT	0.5	2.123109
HITRT	0.5	2.92193664
HITRT	0.5	1.49038034
HITRT	0.5	7.199264
HITRT	0.5	1.10168859
HITRT	0.5	3.40164
HITRT	0.5	1.8091943
HITRT	0.5	3.5723239
HITRT	0.5	0.4811891
HITRT	0.5	3.878896
HITRT	0.5	2.7896761
HITRT	0.5	10.2773094
HITRT	0.5	2.769973
HITRT	0.5	1.1748639
HITRT	0.5	-0.57567996
HITRT	0.5	3.370257
HITRT	0.5	0.11243755
HITRT	0.5	4.5095018
HITRT	0.5	2.336133
HITRT	0.5	1.815078
HITRT	0.5	0.9569437
HITRT	0.5	1.6920657
HITRT	0.5	1.97761747
HITRT	0.5	0.7579121
HITRT	0.5	1.768508337
HITRT	0.5	1.3811439
HITRT	0.5	1.67243
HITRT	0.5	4.022483
HITRT	0.5	2.9369072
HITRT	0.5	2.5908557
LOTRT	0.5	5.581880437
LOTRT	0.5	-0.57720508
LOTRT	0.5	0.25935964
LOTRT	0.5	0.30451688
LOTRT	0.5	-0.08257989
LOTRT	0.5	0.64069938
LOTRT	0.5	-0.002158548
LOTRT	0.5	1.30406954
LOTRT	0.5	2.143411
LOTRT	0.5	0.36583452
LOTRT	0.5	-0.964072453
LOTRT	0.5	0.7790036
LOTRT	0.5	4.8530566
LOTRT	0.5	0.57466811
LOTRT	0.5	-0.19147495
LOTRT	0.5	-0.40602368
LOTRT	0.5	-0.294701569
LOTRT	0.5	-0.42843262
LOTRT	0.5	14.2960965
LOTRT	0.5	2.361198
LOTRT	0.5	-0.552923393
LOTRT	0.5	-0.262717357
LOTRT	0.5	-0.091105962
LOTRT	0.5	7.3540555
LOTRT	0.5	-0.44939898
LOTRT	0.5	0.46169909
LOTRT	0.5	-0.40135883
LOTRT	0.5	5.338406
LOTRT	0.5	0.4780832
LOTRT	0.5	2.215897
LOTRT	0.5	1.4743634
LOTRT	0.5	-0.32787447
LOTRT	0.5	-0.723568009
LOTRT	0.5	0.72256712
LOTRT	0.5	1.9065734
LOTRT	0.5	-1.59102822
LOTRT	0.5	0.66205588
LOTRT	0.5	2.349728
LOTRT	0.5	0.6353904
LOTRT	0.5	-0.833053864
LOTRT	0.5	0.346394
LOTRT	0.5	-1.23498622
LOTRT	0.5	1.7161946
LOTRT	0.5	13.505939
LOTRT	0.5	0.654216986
LOTRT	0.5	3.679095
LOTRT	0.5	-0.57577231
LOTRT	0.5	1.2128701
LOTRT	0.5	-0.5366426
LOTRT	0.5	-0.45659915
LOTRT	0.5	0.54603201
LOTRT	0.5	-0.7831577
LOTRT	0.5	14.739739
LOTRT	0.5	2.572152
LOTRT	0.5	-1.54481527
LOTRT	0.5	-0.033045026
LOTRT	0.5	1.4063798
LOTRT	0.5	-0.3305719
LOTRT	0.5	-1.07647879
LOTRT	0.5	-0.46014877
LOTRT	0.5	5.157516
LOTRT	0.5	1.566621
LOTRT	0.5	0.91919821
LOTRT	0.5	-0.200672903
LOTRT	0.5	-0.418152684
LOTRT	0.5	0.8600019
LOTRT	0.5	3.213144
LOTRT	0.5	-0.65742015
LOTRT	0.5	0.18620065
LOTRT	0.5	1.09049752
LOTRT	0.5	-0.5757723
LOTRT	0.5	6.073085
LOTRT	0.5	0.31489469
LOTRT	0.5	1.60974
LOTRT	0.5	-0.041168557
LOTRT	0.5	-0.18703803
LOTRT	0.5	-0.1514446
LOTRT	0.5	-0.51574349
LOTRT	0.5	0.527404753
LOTRT	0.5	1.1764905
LOTRT	0.5	-0.09092788
LOTRT	0.5	0.5773234
LOTRT	0.5	1.3056642
LOTRT	0.5	0.9250809
LOTRT	0.5	-0.3185279
LOTRT	0.5	0.4893234
LOTRT	0.5	-0.53072544
LOTRT	0.5	5.768347
LOTRT	0.5	0.4076645
LOTRT	0.5	-0.7878973
LOTRT	0.5	2.279802
LOTRT	0.5	1.42643502
LOTRT	0.5	-0.631148
LOTRT	0.5	0.57620034
LOTRT	0.5	12.014458
LOTRT	0.5	-1.32673261
LOTRT	0.5	0.9783277
LOTRT	0.5	1.8042974
LOTRT	0.5	-0.28902096
LOTRT	0.5	-0.35905114
RAND	0.75	7.392388714
RAND	0.75	1.443534354
RAND	0.75	0.63212407
RAND	0.75	-0.31399878
RAND	0.75	3.71055419
RAND	0.75	2.871302801
RAND	0.75	1.92029652
RAND	0.75	3.0629722
RAND	0.75	9.27873253
RAND	0.75	2.77241261
RAND	0.75	0.597158752
RAND	0.75	0.52964961
RAND	0.75	6.77734892
RAND	0.75	-0.404164693
RAND	0.75	2.694660675
RAND	0.75	4.144587048
RAND	0.75	1.17259281
RAND	0.75	0.130706239
RAND	0.75	7.7592666
RAND	0.75	15.33768953
RAND	0.75	-0.08267953
RAND	0.75	2.1260969
RAND	0.75	2.69472244
RAND	0.75	12.21578648
RAND	0.75	3.80505493
RAND	0.75	0.4932855
RAND	0.75	0.716814012
RAND	0.75	9.77751513
RAND	0.75	3.65458928
RAND	0.75	4.945523139
RAND	0.75	2.3297961
RAND	0.75	6.682969647
RAND	0.75	2.60831714
RAND	0.75	19.96540316
RAND	0.75	4.8308536
RAND	0.75	2.12550273
RAND	0.75	9.527334407
RAND	0.75	15.61507657
RAND	0.75	5.37164593
RAND	0.75	1.280922593
RAND	0.75	5.43661381
RAND	0.75	1.875002317
RAND	0.75	2.6311304
RAND	0.75	11.0540646
RAND	0.75	1.1984422
RAND	0.75	12.1856333
RAND	0.75	-0.76301325
RAND	0.75	1.131463622
RAND	0.75	0.01692233
RAND	0.75	3.40020956
RAND	0.75	2.159614036
RAND	0.75	0.37352578
RAND	0.75	12.25928684
RAND	0.75	6.3236877
RAND	0.75	0.561154777
RAND	0.75	1.12637285
RAND	0.75	3.54276798
RAND	0.75	10.07560281
RAND	0.75	0.56152411
RAND	0.75	2.8005155
RAND	0.75	9.16838296
RAND	0.75	3.05846117
RAND	0.75	3.21429665
RAND	0.75	3.742062517
RAND	0.75	0.56146757
RAND	0.75	3.41545985
RAND	0.75	4.66987796
RAND	0.75	0.744794396
RAND	0.75	0.29821527
RAND	0.75	1.78075261
RAND	0.75	1.388346752
RAND	0.75	10.65987329
RAND	0.75	2.84870902
RAND	0.75	6.467315974
RAND	0.75	0.64876174
RAND	0.75	3.39228978
RAND	0.75	3.46060969
RAND	0.75	2.910414099
RAND	0.75	1.586371753
RAND	0.75	3.4393031
RAND	0.75	0.3943354
RAND	0.75	5.707885496
RAND	0.75	3.241597155
RAND	0.75	4.870414789
RAND	0.75	0.100697835
RAND	0.75	3.17602315
RAND	0.75	0.19121414
RAND	0.75	10.12486347
RAND	0.75	2.3973352
RAND	0.75	3.58048962
RAND	0.75	2.62866736
RAND	0.75	1.42082668
RAND	0.75	2.599717769
RAND	0.75	1.18681383
RAND	0.75	12.26810369
RAND	0.75	0.357323767
RAND	0.75	1.31564252
RAND	0.75	4.4745143
RAND	0.75	3.567833544
RAND	0.75	1.94565874
HITRT	0.75	3.304533352
HITRT	0.75	1.840714488
HITRT	0.75	2.86609768
HITRT	0.75	0.61216608
HITRT	0.75	2.51609647
HITRT	0.75	0.174863944
HITRT	0.75	0.55282397
HITRT	0.75	1.69078
HITRT	0.75	0.57239937
HITRT	0.75	1.99692233
HITRT	0.75	1.161297893
HITRT	0.75	1.93900215
HITRT	0.75	2.33517359
HITRT	0.75	-0.344414335
HITRT	0.75	3.567015531
HITRT	0.75	8.844695221
HITRT	0.75	1.32620034
HITRT	0.75	1.732213762
HITRT	0.75	2.70669949
HITRT	0.75	2.896131825
HITRT	0.75	3.03123933
HITRT	0.75	3.92966638
HITRT	0.75	-0.47621596
HITRT	0.75	2.80593433
HITRT	0.75	1.094574016
HITRT	0.75	1.26271246
HITRT	0.75	1.04412189
HITRT	0.75	3.60002485
HITRT	0.75	0.47908708
HITRT	0.75	2.874791096
HITRT	0.75	0.83707687
HITRT	0.75	3.48773545
HITRT	0.75	1.67714775
HITRT	0.75	4.7384431
HITRT	0.75	3.37775356
HITRT	0.75	1.80707121
HITRT	0.75	3.855101207
HITRT	0.75	4.32293508
HITRT	0.75	2.527335199
HITRT	0.75	3.857541441
HITRT	0.75	2.10402069
HITRT	0.75	3.830906699
HITRT	0.75	1.8548508
HITRT	0.75	0.160812494
HITRT	0.75	0.8993238
HITRT	0.75	5.68430378
HITRT	0.75	0.32221402
HITRT	0.75	-0.49000302
HITRT	0.75	-1.00405773
HITRT	0.75	1.43033101
HITRT	0.75	-0.098458903
HITRT	0.75	1.63056917
HITRT	0.75	1.41029142
HITRT	0.75	2.86271984
HITRT	0.75	0.66634734
HITRT	0.75	-0.58375302
HITRT	0.75	1.223160213
HITRT	0.75	4.941002473
HITRT	0.75	2.6490019
HITRT	0.75	2.407959496
HITRT	0.75	4.34078585
HITRT	0.75	3.31574358
HITRT	0.75	2.05042906
HITRT	0.75	3.728262101
HITRT	0.75	1.36276309
HITRT	0.75	1.94057987
HITRT	0.75	1.68692768
HITRT	0.75	1.396578109
HITRT	0.75	2.23553393
HITRT	0.75	0.89619535
HITRT	0.75	4.872743803
HITRT	0.75	2.22800554
HITRT	0.75	3.11219543
HITRT	0.75	4.449164712
HITRT	0.75	0.19373766
HITRT	0.75	4.26630991
HITRT	0.75	1.23919876
HITRT	0.75	4.475602356
HITRT	0.75	2.879560021
HITRT	0.75	1.8837259
HITRT	0.75	3.02579224
HITRT	0.75	8.936793845
HITRT	0.75	1.459041903
HITRT	0.75	-0.051269498
HITRT	0.75	-0.392225782
HITRT	0.75	2.23664776
HITRT	0.75	-0.53100809
HITRT	0.75	4.02598291
HITRT	0.75	2.3064944
HITRT	0.75	2.2315718
HITRT	0.75	0.96263674
HITRT	0.75	1.88004527
HITRT	0.75	1.45531959
HITRT	0.75	0.15900187
HITRT	0.75	0.65832916
HITRT	0.75	1.6488101
HITRT	0.75	-0.02278373
HITRT	0.75	3.2166908
HITRT	0.75	4.924262553
HITRT	0.75	4.43024025
LOTRT	0.75	8.76456486
LOTRT	0.75	-1.179005906
LOTRT	0.75	0.62587233
LOTRT	0.75	-0.204753715
LOTRT	0.75	1.06707619
LOTRT	0.75	-0.375494929
LOTRT	0.75	0.44590809
LOTRT	0.75	0.64384834
LOTRT	0.75	1.14777135
LOTRT	0.75	1.4266157
LOTRT	0.75	-0.208164987
LOTRT	0.75	1.23132342
LOTRT	0.75	5.30802093
LOTRT	0.75	-0.007192852
LOTRT	0.75	-0.413945665
LOTRT	0.75	-0.999082942
LOTRT	0.75	0.142075989
LOTRT	0.75	1.791694798
LOTRT	0.75	12.9758915
LOTRT	0.75	0.472054622
LOTRT	0.75	0.104502716
LOTRT	0.75	-0.309086115
LOTRT	0.75	-0.3145675
LOTRT	0.75	8.25659101
LOTRT	0.75	-0.791670946
LOTRT	0.75	0.32501016
LOTRT	0.75	1.09411149
LOTRT	0.75	0.659322723
LOTRT	0.75	-0.76986485
LOTRT	0.75	1.758065445
LOTRT	0.75	-0.094905494
LOTRT	0.75	-1.00124638
LOTRT	0.75	-0.6837281
LOTRT	0.75	-0.044579683
LOTRT	0.75	0.434019539
LOTRT	0.75	-0.49829682
LOTRT	0.75	-0.442161596
LOTRT	0.75	1.63051759
LOTRT	0.75	-0.03733978
LOTRT	0.75	-0.007158729
LOTRT	0.75	0.01067739
LOTRT	0.75	-0.560189472
LOTRT	0.75	0.8812813
LOTRT	0.75	13.84640253
LOTRT	0.75	0.6961027
LOTRT	0.75	2.2043477
LOTRT	0.75	0.94820128
LOTRT	0.75	0.709353556
LOTRT	0.75	0.89728245
LOTRT	0.75	-0.943171697
LOTRT	0.75	-0.305204983
LOTRT	0.75	-0.54135066
LOTRT	0.75	6.274234051
LOTRT	0.75	1.39832346
LOTRT	0.75	-0.64024942
LOTRT	0.75	-0.23551565
LOTRT	0.75	0.61932342
LOTRT	0.75	-0.555054359
LOTRT	0.75	-1.3240796
LOTRT	0.75	-0.018479205
LOTRT	0.75	1.00180984
LOTRT	0.75	-0.4072827
LOTRT	0.75	0.24694126
LOTRT	0.75	-0.257158729
LOTRT	0.75	-0.28016054
LOTRT	0.75	0.97918542
LOTRT	0.75	-0.3298849
LOTRT	0.75	-1.322410137
LOTRT	0.75	-0.376676578
LOTRT	0.75	1.36598365
LOTRT	0.75	-0.450565477
LOTRT	0.75	4.49779142
LOTRT	0.75	-0.088754077
LOTRT	0.75	-0.618666522
LOTRT	0.75	0.128407098
LOTRT	0.75	-0.68540059
LOTRT	0.75	0.17000265
LOTRT	0.75	-0.489581255
LOTRT	0.75	-0.055494809
LOTRT	0.75	0.76132342
LOTRT	0.75	0.64978893
LOTRT	0.75	0.618672316
LOTRT	0.75	0.921076062
LOTRT	0.75	2.117371075
LOTRT	0.75	-1.158676578
LOTRT	0.75	0.67418308
LOTRT	0.75	0.48248374
LOTRT	0.75	4.60963342
LOTRT	0.75	0.125607553
LOTRT	0.75	-0.48390811
LOTRT	0.75	3.10889676
LOTRT	0.75	3.18303779
LOTRT	0.75	-0.40588851
LOTRT	0.75	1.18244423
LOTRT	0.75	8.84262606
LOTRT	0.75	1.6488101
LOTRT	0.75	0.43026354
LOTRT	0.75	0.9091949
LOTRT	0.75	-0.903643104
LOTRT	0.75	-0.45611434
RAND	0.9	5.884469367
RAND	0.9	1.321369179
RAND	0.9	2.31487005
RAND	0.9	0.96214536
RAND	0.9	3.36316277
RAND	0.9	0.642579397
RAND	0.9	0.60783142
RAND	0.9	5.8014648
RAND	0.9	10.81126543
RAND	0.9	-0.032841301
RAND	0.9	-0.646882381
RAND	0.9	0.94212775
RAND	0.9	4.49108488
RAND	0.9	-0.562874512
RAND	0.9	2.119264344
RAND	0.9	3.344170175
RAND	0.9	0.63770255
RAND	0.9	0.626358599
RAND	0.9	3.7303093
RAND	0.9	11.27258348
RAND	0.9	0.35892631
RAND	0.9	1.5707451
RAND	0.9	9.55656604
RAND	0.9	9.40769183
RAND	0.9	3.448189927
RAND	0.9	0.46512686
RAND	0.9	2.86478045
RAND	0.9	8.313811422
RAND	0.9	3.74600729
RAND	0.9	2.848851646
RAND	0.9	0.05962985
RAND	0.9	4.614135232
RAND	0.9	-0.04882072
RAND	0.9	19.20748772
RAND	0.9	5.6563517
RAND	0.9	1.8701448
RAND	0.9	5.645174374
RAND	0.9	14.25305313
RAND	0.9	6.115893551
RAND	0.9	0.321369179
RAND	0.9	4.37482862
RAND	0.9	3.652513393
RAND	0.9	2.1106645
RAND	0.9	6.01326784
RAND	0.9	0.181234874
RAND	0.9	9.0598614
RAND	0.9	-0.33921328
RAND	0.9	0.466628653
RAND	0.9	1.88668333
RAND	0.9	2.06674596
RAND	0.9	1.793201182
RAND	0.9	-1.149433773
RAND	0.9	9.940296046
RAND	0.9	5.01191282
RAND	0.9	2.02316879
RAND	0.9	1.91155918
RAND	0.9	4.1281899
RAND	0.9	11.54965502
RAND	0.9	2.0304896
RAND	0.9	1.274506747
RAND	0.9	10.04771471
RAND	0.9	8.68602534
RAND	0.9	3.25117929
RAND	0.9	3.627831424
RAND	0.9	1.77445309
RAND	0.9	2.90383353
RAND	0.9	5.55311808
RAND	0.9	4.869039571
RAND	0.9	0.97024698
RAND	0.9	0.580522659
RAND	0.9	2.484777474
RAND	0.9	8.25434276
RAND	0.9	1.15839578
RAND	0.9	9.247088844
RAND	0.9	0.89473042
RAND	0.9	3.63496348
RAND	0.9	1.24294435
RAND	0.9	2.295854404
RAND	0.9	2.11320747
RAND	0.9	4.82406
RAND	0.9	2.25045603
RAND	0.9	8.970744658
RAND	0.9	1.690526492
RAND	0.9	4.06652187
RAND	0.9	2.477280451
RAND	0.9	2.5985162
RAND	0.9	1.5827811
RAND	0.9	6.83585748
RAND	0.9	3.7866564
RAND	0.9	6.27474091
RAND	0.9	1.51767713
RAND	0.9	2.44392888
RAND	0.9	1.970728897
RAND	0.9	1.81831759
RAND	0.9	4.970832192
RAND	0.9	-0.03617169
RAND	0.9	1.34394031
RAND	0.9	3.4498664
RAND	0.9	5.290504513
RAND	0.9	1.84432777
HITRT	0.9	-0.08094189
HITRT	0.9	1.541038817
HITRT	0.9	2.5119762
HITRT	0.9	-0.46056694
HITRT	0.9	0.63784837
HITRT	0.9	-0.083584264
HITRT	0.9	0.19013468
HITRT	0.9	-0.5039375
HITRT	0.9	-0.30818835
HITRT	0.9	1.32741485
HITRT	0.9	1.638481882
HITRT	0.9	2.029987619
HITRT	0.9	1.21381729
HITRT	0.9	0.047554645
HITRT	0.9	2.523574542
HITRT	0.9	2.889078175
HITRT	0.9	2.85754144
HITRT	0.9	0.392182921
HITRT	0.9	1.178103
HITRT	0.9	-0.831088106
HITRT	0.9	2.42692568
HITRT	0.9	0.16985246
HITRT	0.9	-0.31071918
HITRT	0.9	1.61890813
HITRT	0.9	1.293956874
HITRT	0.9	0.89089165
HITRT	0.9	-0.1560855
HITRT	0.9	4.70082923
HITRT	0.9	-1.10147915
HITRT	0.9	1.485782755
HITRT	0.9	0.25347043
HITRT	0.9	4.01784313
HITRT	0.9	0.08815811
HITRT	0.9	-0.461807849
HITRT	0.9	1.8342781
HITRT	0.9	-0.2389497
HITRT	0.9	0.732401852
HITRT	0.9	2.66809555
HITRT	0.9	1.28229311
HITRT	0.9	7.151164082
HITRT	0.9	0.5111563
HITRT	0.9	2.462202862
HITRT	0.9	2.0862127
HITRT	0.9	0.62596235
HITRT	0.9	0.9429584
HITRT	0.9	2.860242
HITRT	0.9	1.05463681
HITRT	0.9	0.603808487
HITRT	0.9	-0.15518114
HITRT	0.9	0.25890521
HITRT	0.9	-0.454720469
HITRT	0.9	0.96287651
HITRT	0.9	0.952027397
HITRT	0.9	2.22944214
HITRT	0.9	-0.61639562
HITRT	0.9	2.13620902
HITRT	0.9	0.365755617
HITRT	0.9	4.84574325
HITRT	0.9	1.021997
HITRT	0.9	1.291762031
HITRT	0.9	3.55260053
HITRT	0.9	1.93642358
HITRT	0.9	0.650333987
HITRT	0.9	4.021868934
HITRT	0.9	1.38727758
HITRT	0.9	2.23626347
HITRT	0.9	3.43254409
HITRT	0.9	0.3642819
HITRT	0.9	1.54494131
HITRT	0.9	1.11694085
HITRT	0.9	1.883895232
HITRT	0.9	1.08485533
HITRT	0.9	3.67609177
HITRT	0.9	3.706651465
HITRT	0.9	0.484980803
HITRT	0.9	1.20195201
HITRT	0.9	1.12630235
HITRT	0.9	5.00285475
HITRT	0.9	2.285273847
HITRT	0.9	0.27450675
HITRT	0.9	1.05454964
HITRT	0.9	4.192180645
HITRT	0.9	0.087907933
HITRT	0.9	-0.91196218
HITRT	0.9	0.034924266
HITRT	0.9	3.55319194
HITRT	0.9	0.64102586
HITRT	0.9	-0.009573291
HITRT	0.9	1.2821791
HITRT	0.9	0.41577987
HITRT	0.9	2.75966566
HITRT	0.9	1.19810588
HITRT	0.9	2.239367831
HITRT	0.9	3.1156241
HITRT	0.9	-0.157229352
HITRT	0.9	0.45082033
HITRT	0.9	0.2465219
HITRT	0.9	0.7605241
HITRT	0.9	5.380740624
HITRT	0.9	1.17341566
LOTRT	0.9	12.29883921
LOTRT	0.9	-0.425993858
LOTRT	0.9	-0.66538802
LOTRT	0.9	0.255258404
LOTRT	0.9	-0.8551656
LOTRT	0.9	-0.368666522
LOTRT	0.9	0.203547572
LOTRT	0.9	-0.314005665
LOTRT	0.9	0.067297788
LOTRT	0.9	1.4807098
LOTRT	0.9	-0.002963666
LOTRT	0.9	0.340807207
LOTRT	0.9	9.069175134
LOTRT	0.9	0.112970081
LOTRT	0.9	-0.36246812
LOTRT	0.9	-0.682555503
LOTRT	0.9	-0.87242394
LOTRT	0.9	-0.271023273
LOTRT	0.9	8.9109744
LOTRT	0.9	-0.102833232
LOTRT	0.9	-0.656791545
LOTRT	0.9	-0.65993792
LOTRT	0.9	0.77924142
LOTRT	0.9	-0.113081363
LOTRT	0.9	-1.633360204
LOTRT	0.9	-0.50124638
LOTRT	0.9	1.00645214
LOTRT	0.9	0.78270576
LOTRT	0.9	1.42073648
LOTRT	0.9	0.123925195
LOTRT	0.9	-0.428759329
LOTRT	0.9	-0.173141403
LOTRT	0.9	-0.43680643
LOTRT	0.9	-0.12531912
LOTRT	0.9	-0.200086085
LOTRT	0.9	0.36833868
LOTRT	0.9	-0.10731414
LOTRT	0.9	-0.303927892
LOTRT	0.9	0.4324924
LOTRT	0.9	-0.276464793
LOTRT	0.9	0.376020223
LOTRT	0.9	-0.022593506
LOTRT	0.9	-0.00092285
LOTRT	0.9	9.6864713
LOTRT	0.9	0.580736748
LOTRT	0.9	1.7056381
LOTRT	0.9	1.22601919
LOTRT	0.9	-1.155160535
LOTRT	0.9	1.5337782
LOTRT	0.9	-0.116587079
LOTRT	0.9	-0.153298901
LOTRT	0.9	0.19264365
LOTRT	0.9	2.213348465
LOTRT	0.9	1.08411947
LOTRT	0.9	-0.235241161
LOTRT	0.9	0.5381404
LOTRT	0.9	0.808367183
LOTRT	0.9	-0.615538063
LOTRT	0.9	-0.063174319
LOTRT	0.9	-0.848197417
LOTRT	0.9	0.52926839
LOTRT	0.9	-1.04110279
LOTRT	0.9	0.24537981
LOTRT	0.9	-0.015753794
LOTRT	0.9	-0.935909756
LOTRT	0.9	-0.84380673
LOTRT	0.9	0.43098792
LOTRT	0.9	-0.275975372
LOTRT	0.9	0.89310997
LOTRT	0.9	-0.218985807
LOTRT	0.9	0.745654921
LOTRT	0.9	9.23832587
LOTRT	0.9	0.47142222
LOTRT	0.9	-0.244676578
LOTRT	0.9	0.222747262
LOTRT	0.9	-0.74731495
LOTRT	0.9	0.399818507
LOTRT	0.9	-1.118604854
LOTRT	0.9	0.296908568
LOTRT	0.9	0.13651768
LOTRT	0.9	0.4868418
LOTRT	0.9	-0.16563241
LOTRT	0.9	1.025303336
LOTRT	0.9	1.70156479
LOTRT	0.9	-0.167917402
LOTRT	0.9	0.19622224
LOTRT	0.9	-0.747902471
LOTRT	0.9	-0.06681203
LOTRT	0.9	-0.30751996
LOTRT	0.9	1.54422559
LOTRT	0.9	2.416047207
LOTRT	0.9	0.245936979
LOTRT	0.9	-0.002486198
LOTRT	0.9	-0.93620573
LOTRT	0.9	6.56483498
LOTRT	0.9	0.11248809
LOTRT	0.9	1.06852094
LOTRT	0.9	2.0557295
LOTRT	0.9	-0.18293998
LOTRT	0.9	-0.63614486
CTRL	0.5	8.006205551
CTRL	0.5	0.953506848
CTRL	0.5	2.546295321
CTRL	0.5	0.262528402
CTRL	0.5	3.988337533
CTRL	0.5	0.981072159
CTRL	0.5	0.550080942
CTRL	0.5	2.670741674
CTRL	0.5	11.05819388
CTRL	0.5	3.51882276
CTRL	0.5	-0.078484759
CTRL	0.5	1.93520744
CTRL	0.5	7.793001371
CTRL	0.5	-0.55459385
CTRL	0.5	5.648374203
CTRL	0.5	7.660649787
CTRL	0.5	0.94417418
CTRL	0.5	-0.09359294
CTRL	0.5	10.58744366
CTRL	0.5	13.09609653
CTRL	0.5	0.46710758
CTRL	0.5	1.137604689
CTRL	0.5	1.434923844
CTRL	0.5	12.59707906
CTRL	0.5	3.810843212
CTRL	0.5	1.425438156
CTRL	0.5	0.321796219
CTRL	0.5	10.62682917
CTRL	0.5	2.802052813
CTRL	0.5	4.276721989
CTRL	0.5	1.703478588
