TREATMENT	INTENSITY	CBVAL_CE3Q
RAND	_0.75	3.400757016
RAND	_0.75	2.847438471
RAND	_0.75	1.36892113
RAND	_0.75	3.92161055
RAND	_0.75	2.545001121
RAND	_0.75	3.524257789
RAND	_0.75	7.828101454
RAND	_0.75	4.892437712
RAND	_0.75	0.169640454
RAND	_0.75	2.458682007
RAND	_0.75	0.561746074
RAND	_0.75	5.82631159
RAND	_0.75	3.57650999
RAND	_0.75	3.042895742
RAND	_0.75	2.72751706
RAND	_0.75	1.941692694
RAND	_0.9	1.705041496
RAND	_0.9	6.167425202
RAND	_0.9	7.729786468
RAND	_0.9	9.094761649
RAND	_0.9	4.483692491
RAND	_0.9	2.041050752
RAND	_0.9	4.37484595
RAND	_0.9	7.609870347
RAND	_0.9	-0.23503072
RAND	_0.9	1.81808643
RAND	_0.9	12.18727055
RAND	_0.9	3.924786537
RAND	_0.9	2.638267835
RAND	_0.9	9.988245332
RAND	_0.9	1.576084591
RAND	_0.9	1.716871444
RAND	_0.9	8.395781012
RAND	_0.9	9.358006105
RAND	_0.9	1.578346975
RAND	_0.9	1.195504769
RAND	_0.9	2.56535274
RAND	_0.9	6.362397817
RAND	_0.9	1.879538996
RAND	_0.9	1.286159695
RAND	_0.9	1.1165933
RAND	_0.9	10.84234249
RAND	_0.9	3.56029142
RAND	_0.9	-0.122721176
RAND	_0.9	3.257513642
RAND	_0.9	1.452201402
RAND	_0.9	9.906279757
RAND	_0.9	0.380026077
RAND	_0.9	4.658386752
RAND	_0.9	2.165681342
RAND	_0.9	1.319575772
RAND	_0.9	2.233159467
RAND	_0.9	3.74601236
RAND	_0.9	0.27905137
RAND	_0.9	3.517421562
RAND	_0.9	4.558902531
RAND	_0.9	-0.166666182
RAND	_0.9	5.974607423
RAND	_0.9	3.84211091
RAND	_0.9	1.134683029
RAND	_0.9	4.400044987
RAND	_0.9	2.168576884
RAND	_0.9	2.753338721
RAND	_0.9	5.423911815
RAND	_0.9	2.299599315
RAND	_0.9	4.6373135
RAND	_0.9	1.828894176
RAND	_0.9	0.240796601
RAND	_0.9	1.296656417
RAND	_0.9	1.462529393
RAND	_0.9	5.945833299
RAND	_0.9	6.622469311
RAND	_0.9	7.048428246
RAND	_0.9	-0.127871753
RAND	_0.9	6.152795715
RAND	_0.9	3.486168793
RAND	_0.9	0.750351912
RAND	_0.9	1.142763091
RAND	_0.9	0.527005043
RAND	_0.9	3.381968857
RAND	_0.9	8.227231756
RAND	_0.9	3.236768541
RAND	_0.9	2.41495975
RAND	_0.9	3.440695206
RAND	_0.9	5.565232974
RAND	_0.9	5.643624753
RAND	_0.9	3.656935691
RAND	_0.9	0.489964236
RAND	_0.9	4.168255412
RAND	_0.9	3.032446089
RAND	_0.9	10.20331264
RAND	_0.9	2.67703957
RAND	_0.9	3.915498909
RAND	_0.9	2.87905137
RAND	_0.9	9.31029142
RAND	_0.9	8.333585635
RAND	_0.9	4.321484004
RAND	_0.9	1.681820967
RAND	_0.9	10.39173448
RAND	_0.9	8.160746129
RAND	_0.9	6.499734491
RAND	_0.9	1.066095923
RAND	_0.9	5.819015921
RAND	_0.9	1.247038358
RAND	_0.9	1.788539658
RAND	_0.9	5.111928082
RAND	_0.9	1.357383407
RAND	_0.9	9.147028708
RAND	_0.9	3.208902531
RAND	_0.9	0.862615546
RAND	_0.9	-0.705663397
RAND	_0.9	7.693317935
RAND	_0.9	9.437790642
RAND	_0.9	9.65444449
RAND	_0.9	1.77234596
RAND	_0.9	2.565571588
SOD	_0.5	1.558932472
SOD	_0.5	0.225623116
SOD	_0.5	-0.21297876
SOD	_0.5	1.362100285
SOD	_0.5	0.565108574
SOD	_0.5	4.183162751
SOD	_0.5	0.623641171
SOD	_0.5	0.468709704
SOD	_0.5	3.339216834
SOD	_0.5	0.828057297
SOD	_0.5	0.0535753
SOD	_0.5	6.517359882
SOD	_0.5	0.940122712
SOD	_0.5	0.757170494
SOD	_0.5	-0.167704291
SOD	_0.5	1.766089238
SOD	_0.5	1.348232274
SOD	_0.5	2.299115268
SOD	_0.5	3.127278824
SOD	_0.5	11.52972524
SOD	_0.5	0.51847587
SOD	_0.5	0.126772536
SOD	_0.5	8.453483452
SOD	_0.5	0.502050426
SOD	_0.5	9.195960143
SOD	_0.5	0.262055882
SOD	_0.5	0.920883144
SOD	_0.5	2.953560097
SOD	_0.5	3.411633202
SOD	_0.5	7.164627999
SOD	_0.5	0.723372531
SOD	_0.5	0.100494737
SOD	_0.5	1.468411164
SOD	_0.5	4.770748487
SOD	_0.5	2.738616321
SOD	_0.5	-0.512015374
SOD	_0.5	0.511565644
SOD	_0.5	2.089415539
SOD	_0.5	1.47531721
SOD	_0.5	0.258741447
SOD	_0.5	4.802255059
SOD	_0.5	-0.361498096
SOD	_0.5	1.013185055
SOD	_0.5	3.263552969
SOD	_0.5	2.029558554
SOD	_0.5	6.325918916
SOD	_0.5	-0.665062552
SOD	_0.5	7.802423648
SOD	_0.5	-0.989122782
SOD	_0.5	-0.049398316
SOD	_0.5	3.821796219
SOD	_0.5	-0.648737668
SOD	_0.5	2.629290594
SOD	_0.5	5.109893337
SOD	_0.5	-0.155231175
SOD	_0.5	1.277177615
SOD	_0.5	3.284330247
SOD	_0.5	-0.646327287
SOD	_0.5	0.893898625
SOD	_0.5	-0.498871362
SOD	_0.5	8.526989795
SOD	_0.5	2.142170801
SOD	_0.5	2.29361785
SOD	_0.5	0.925120624
SOD	_0.5	0.370738101
SOD	_0.5	8.153377725
SOD	_0.5	7.309975587
SOD	_0.5	0.77186527
SOD	_0.5	0.382909614
SOD	_0.5	0.279987594
SOD	_0.5	-0.68831478
SOD	_0.5	3.207513642
SOD	_0.5	1.352865828
SOD	_0.5	6.52616514
SOD	_0.5	0.594465168
SOD	_0.5	-0.317456372
SOD	_0.5	0.112278722
SOD	_0.5	3.259537797
SOD	_0.5	-0.140948244
SOD	_0.5	6.078492745
SOD	_0.5	16.2571244
SOD	_0.5	1.60165851
SOD	_0.5	1.240379449
SOD	_0.5	1.387648436
SOD	_0.5	-0.161988548
SOD	_0.5	7.460713344
SOD	_0.5	0.145576919
SOD	_0.5	3.027692801
SOD	_0.5	7.891829323
SOD	_0.5	6.215594162
SOD	_0.5	2.395291283
SOD	_0.5	0.353117619
SOD	_0.5	1.257219717
SOD	_0.5	14.47581414
SOD	_0.5	2.048263276
SOD	_0.5	-0.679656918
SOD	_0.5	2.964946497
SOD	_0.5	1.06230474
SOD	_0.5	1.275476765
SOD	_0.5	0.534924266
SOD	_0.75	0.165840906
SOD	_0.75	0.273677658
SOD	_0.75	1.091185606
SOD	_0.75	1.147862974
SOD	_0.75	2.762178174
SOD	_0.75	1.536477399
SOD	_0.75	0.783551289
SOD	_0.75	-0.192666856
SOD	_0.75	0.046442569
SOD	_0.75	1.530540403
SOD	_0.75	-1.004313707
SOD	_0.75	9.640807396
SOD	_0.75	2.771509593
SOD	_0.75	1.248641171
SOD	_0.75	-0.231534078
SOD	_0.75	0.082829512
SOD	_0.75	2.945320085
SOD	_0.75	4.24793411
SOD	_0.75	3.143777489
SOD	_0.75	1.075684018
SOD	_0.75	-0.118983606
SOD	_0.75	0.699085334
SOD	_0.75	0.84020665
SOD	_0.75	10.35309103
SOD	_0.75	0.001458989
SOD	_0.75	-0.516518421
SOD	_0.75	1.571950542
SOD	_0.75	0.573706693
SOD	_0.75	2.074797661
SOD	_0.75	11.14323613
SOD	_0.75	-0.310525621
SOD	_0.75	-1.328005202
SOD	_0.75	-0.464242997
SOD	_0.75	0.832612651
SOD	_0.75	0.595390401
SOD	_0.75	-1.044579683
SOD	_0.75	-1.01934316
SOD	_0.75	12.83512059
SOD	_0.75	4.876608839
SOD	_0.75	2.142378513
SOD	_0.75	-1.162285941
SOD	_0.75	-0.255432864
SOD	_0.75	1.396036465
SOD	_0.75	2.505143254
SOD	_0.75	5.358083219
SOD	_0.75	5.024687266
SOD	_0.75	0.592823336
SOD	_0.75	2.517355758
SOD	_0.75	0.323956869
SOD	_0.75	1.0872986
SOD	_0.75	1.293129833
SOD	_0.75	-0.771205891
SOD	_0.75	2.878457914
SOD	_0.75	1.768881258
SOD	_0.75	-0.77914795
SOD	_0.75	0.333520042
SOD	_0.75	2.757762724
SOD	_0.75	0.124186589
SOD	_0.75	-0.906020738
SOD	_0.75	-0.438610787
SOD	_0.75	2.415806702
SOD	_0.75	1.152654062
SOD	_0.75	3.999850483
SOD	_0.75	2.686467568
SOD	_0.75	-0.5124221
SOD	_0.75	4.250013547
SOD	_0.75	1.28798839
SOD	_0.75	-0.647482945
SOD	_0.75	0.219638775
SOD	_0.75	0.867655721
SOD	_0.75	-0.638018104
SOD	_0.75	2.972817459
SOD	_0.75	-0.936694197
SOD	_0.75	0.962660037
SOD	_0.75	0.472239801
SOD	_0.75	-0.939149612
SOD	_0.75	0.037570509
SOD	_0.75	-0.705745681
SOD	_0.75	-0.59384181
SOD	_0.75	0.040696659
SOD	_0.75	0.489649606
SOD	_0.75	1.29124698
SOD	_0.75	1.233023097
SOD	_0.75	0.125184138
SOD	_0.75	-0.436360801
SOD	_0.75	2.338615358
SOD	_0.75	1.292043283
SOD	_0.75	7.808795763
SOD	_0.75	1.281989442
SOD	_0.75	-0.157236731
SOD	_0.75	4.227793858
SOD	_0.75	1.826103586
SOD	_0.75	6.081929896
SOD	_0.75	5.425379871
SOD	_0.75	1.214836166
SOD	_0.75	0.269514533
SOD	_0.75	1.002112924
SOD	_0.75	1.498740515
SOD	_0.75	1.459768844
SOD	_0.75	-0.46486077
SOD	_0.9	9.564834734
SOD	_0.9	1.264374633
SOD	_0.9	-0.839319978
SOD	_0.9	0.441843048
SOD	_0.9	-0.28244954
SOD	_0.9	-0.809093946
SOD	_0.9	1.5267278
SOD	_0.9	-0.616670979
SOD	_0.9	0.243130426
SOD	_0.9	0.931053665
SOD	_0.9	0.220442423
SOD	_0.9	-0.26121321
SOD	_0.9	4.011139176
SOD	_0.9	-0.309431817
SOD	_0.9	0.008466271
SOD	_0.9	-0.62037602
SOD	_0.9	-0.603343469
SOD	_0.9	0.86209535
SOD	_0.9	3.467857863
SOD	_0.9	-0.229404585
SOD	_0.9	-0.074084275
SOD	_0.9	0.167283206
SOD	_0.9	0.411071423
SOD	_0.9	-0.542169381
SOD	_0.9	-1.051316611
SOD	_0.9	0.054222782
SOD	_0.9	0.165537049
SOD	_0.9	0.968943653
SOD	_0.9	0.692130819
SOD	_0.9	0.501942094
SOD	_0.9	-0.074898716
SOD	_0.9	0.899438407
SOD	_0.9	-0.756388506
SOD	_0.9	1.615870287
SOD	_0.9	-0.247517763
SOD	_0.9	0.635253888
SOD	_0.9	0.926868249
SOD	_0.9	0.917164916
SOD	_0.9	0.92796429
SOD	_0.9	0.273825425
SOD	_0.9	1.116790004
SOD	_0.9	0.160862621
SOD	_0.9	-0.938533029
SOD	_0.9	0.906763028
SOD	_0.9	-0.349539995
SOD	_0.9	1.243253875
SOD	_0.9	1.842351153
SOD	_0.9	1.906573366
SOD	_0.9	0.225767174
SOD	_0.9	0.52235526
SOD	_0.9	-0.324417115
SOD	_0.9	-0.437993954
SOD	_0.9	2.073632182
SOD	_0.9	2.452947449
SOD	_0.9	0.179459166
SOD	_0.9	0.510901837
SOD	_0.9	-0.348676578
SOD	_0.9	-0.30199739
SOD	_0.9	-0.118527899
SOD	_0.9	-0.799487834
SOD	_0.9	0.442596368
SOD	_0.9	0.046361901
SOD	_0.9	1.355372338
SOD	_0.9	0.887086183
SOD	_0.9	0.25688339
SOD	_0.9	0.357565888
SOD	_0.9	0.974368257
SOD	_0.9	0.477235044
SOD	_0.9	-0.758810115
SOD	_0.9	1.671047951
SOD	_0.9	-0.563748433
SOD	_0.9	5.896656417
SOD	_0.9	2.250942167
SOD	_0.9	1.042523129
SOD	_0.9	1.215950675
SOD	_0.9	-0.980491039
SOD	_0.9	-0.223458903
SOD	_0.9	-1.080642511
SOD	_0.9	0.572546538
SOD	_0.9	2.483475757
SOD	_0.9	-0.332690367
SOD	_0.9	-0.602021788
SOD	_0.9	-0.048779896
SOD	_0.9	0.793002976
SOD	_0.9	0.33581557
SOD	_0.9	2.204694614
SOD	_0.9	0.300319213
SOD	_0.9	2.396976638
SOD	_0.9	0.166969876
SOD	_0.9	0.802124623
SOD	_0.9	0.168464905
SOD	_0.9	1.3535067
SOD	_0.9	-0.15889339
SOD	_0.9	0.363060558
SOD	_0.9	6.205338201
SOD	_0.9	1.660565356
SOD	_0.9	-0.403263376
SOD	_0.9	2.394987459
SOD	_0.9	1.675202975
SOD	_0.9	0.201504372
SOR	_0.5	2.479813881
SOR	_0.5	0.733265761
SOR	_0.5	8.213607778
SOR	_0.5	9.31692969
SOR	_0.5	19.24141181
SOR	_0.5	3.639641461
SOR	_0.5	6.102963333
SOR	_0.5	4.641551076
SOR	_0.5	1.004560725
SOR	_0.5	6.978174231
SOR	_0.5	12.45320494
SOR	_0.5	2.006523309
SOR	_0.5	1.376281064
SOR	_0.5	9.502005282
SOR	_0.5	4.478094174
SOR	_0.5	3.033771266
SOR	_0.5	9.946174658
SOR	_0.5	7.988327615
SOR	_0.5	0.837096588
SOR	_0.5	1.154240256
SOR	_0.5	4.332163404
SOR	_0.5	8.575982016
SOR	_0.5	2.972463364
SOR	_0.5	2.376443996
SOR	_0.5	1.587970494
SOR	_0.5	2.928589847
SOR	_0.5	1.587090897
SOR	_0.5	1.908872231
SOR	_0.5	2.765040613
SOR	_0.5	0.491289813
SOR	_0.5	6.656805998
SOR	_0.5	1.187217476
SOR	_0.5	3.321517123
SOR	_0.5	3.076605239
SOR	_0.5	3.215788358
SOR	_0.5	6.180720786
SOR	_0.5	2.146838806
SOR	_0.5	3.438849825
SOR	_0.5	2.03708854
SOR	_0.5	1.389003466
SOR	_0.5	1.13277333
SOR	_0.5	10.43182883
SOR	_0.5	3.282074017
SOR	_0.5	0.912460806
SOR	_0.5	5.192807502
SOR	_0.5	0.31851241
SOR	_0.5	9.693786916
SOR	_0.5	3.217677959
SOR	_0.5	5.726454837
SOR	_0.5	8.243448993
SOR	_0.5	7.329736301
SOR	_0.5	1.999824475
SOR	_0.5	1.518598675
SOR	_0.5	2.420822926
SOR	_0.5	8.647714579
SOR	_0.5	6.077678401
SOR	_0.5	1.424488099
SOR	_0.5	0.967761702
SOR	_0.5	4.678519247
SOR	_0.5	3.960698139
SOR	_0.5	3.099415038
SOR	_0.5	6.090190912
SOR	_0.5	1.576237623
SOR	_0.5	6.178620952
SOR	_0.5	9.801125266
SOR	_0.5	3.544886749
SOR	_0.5	3.425758827
SOR	_0.5	4.343966016
SOR	_0.5	5.992568834
SOR	_0.5	8.252352023
SOR	_0.5	5.458035728
SOR	_0.5	0.1476909
SOR	_0.5	1.481554132
SOR	_0.5	3.766015088
SOR	_0.5	1.046032846
SOR	_0.5	8.448380555
SOR	_0.5	4.498893733
SOR	_0.5	1.460980284
SOR	_0.5	7.538046206
SOR	_0.5	8.266370271
SOR	_0.5	7.959142168
SOR	_0.5	0.578165452
SOR	_0.5	3.636399456
SOR	_0.5	6.275285648
SOR	_0.5	9.106377828
SOR	_0.5	6.014392314
SOR	_0.5	9.51246804
SOR	_0.5	0.343891551
SOR	_0.5	4.528321675
SOR	_0.5	3.251901879
SOR	_0.5	11.79252462
SOR	_0.5	6.842770648
SOR	_0.5	1.221218971
SOR	_0.5	2.429862794
SOR	_0.5	0.559821754
SOR	_0.5	5.45038263
SOR	_0.5	12.01590084
SOR	_0.5	2.665846975
SOR	_0.5	0.911828831
SOR	_0.5	4.75365245
SOR	_0.75	0.689759866
SOR	_0.75	1.904692029
SOR	_0.75	5.77581681
SOR	_0.75	6.720627416
SOR	_0.75	10.22762889
SOR	_0.75	0.828101454
SOR	_0.75	2.646962481
SOR	_0.75	8.027664089
SOR	_0.75	1.085621935
SOR	_0.75	4.600104693
SOR	_0.75	10.59106488
SOR	_0.75	6.444474094
SOR	_0.75	1.698456796
SOR	_0.75	13.67021829
SOR	_0.75	3.379415038
SOR	_0.75	2.746480011
SOR	_0.75	6.208380555
SOR	_0.75	8.310558219
SOR	_0.75	0.388640411
SOR	_0.75	-0.166501214
SOR	_0.75	8.035839025
SOR	_0.75	3.809580148
SOR	_0.75	4.629881931
SOR	_0.75	1.985051811
SOR	_0.75	4.875583713
SOR	_0.75	10.00850209
SOR	_0.75	3.441430467
SOR	_0.75	1.173009605
SOR	_0.75	7.724242624
SOR	_0.75	3.946380515
SOR	_0.75	14.64326909
SOR	_0.75	1.812500733
SOR	_0.75	4.776230754
SOR	_0.75	1.910451217
SOR	_0.75	0.959510982
SOR	_0.75	3.056493728
SOR	_0.75	2.402503013
SOR	_0.75	2.0407782
SOR	_0.75	3.273219652
SOR	_0.75	3.109285784
SOR	_0.75	2.97158646
SOR	_0.75	5.96682382
SOR	_0.75	6.874052027
SOR	_0.75	0.002863314
SOR	_0.75	11.45717367
SOR	_0.75	0.024211091
SOR	_0.75	3.978180614
SOR	_0.75	6.284914259
SOR	_0.75	11.43705319
SOR	_0.75	8.119203618
SOR	_0.75	1.595685417
SOR	_0.75	6.560104693
SOR	_0.75	0.547756797
SOR	_0.75	2.321769935
SOR	_0.75	1.121503198
SOR	_0.75	8.076766719
SOR	_0.75	1.447225126
SOR	_0.75	0.891139176
SOR	_0.75	3.141395019
SOR	_0.75	5.909593167
SOR	_0.75	4.350284247
SOR	_0.75	2.39292709
SOR	_0.75	0.665485329
SOR	_0.75	6.053960749
SOR	_0.75	7.333057313
SOR	_0.75	1.573356078
SOR	_0.75	1.785983944
SOR	_0.75	3.155103269
SOR	_0.75	2.645621935
SOR	_0.75	0.297776269
SOR	_0.75	7.75935494
SOR	_0.75	1.018740794
SOR	_0.75	1.238510001
SOR	_0.75	5.258212831
SOR	_0.75	4.877965783
SOR	_0.75	4.51878489
SOR	_0.75	5.346653739
SOR	_0.75	3.923641898
SOR	_0.75	11.47589151
SOR	_0.75	7.115779422
SOR	_0.75	5.055763699
SOR	_0.75	0.618511662
SOR	_0.75	1.316308958
SOR	_0.75	3.07706986
SOR	_0.75	5.68692648
SOR	_0.75	6.575213462
SOR	_0.75	11.37926246
SOR	_0.75	0.868092466
SOR	_0.75	3.595323979
SOR	_0.75	4.294861242
SOR	_0.75	3.540369422
SOR	_0.75	9.076590872
SOR	_0.75	4.729759866
SOR	_0.75	1.097180038
SOR	_0.75	-0.244973923
SOR	_0.75	5.61524488
SOR	_0.75	2.245013642
SOR	_0.75	1.532513737
SOR	_0.75	3.140846975
SOR	_0.75	7.078586886
SOR	_0.9	-0.427666231
SOR	_0.9	5.18631159
SOR	_0.9	8.626393999
SOR	_0.9	4.298076443
SOR	_0.9	1.374663585
SOR	_0.9	3.485950345
SOR	_0.9	8.04704512
SOR	_0.9	3.750595237
SOR	_0.9	0.452927199
SOR	_0.9	4.180375057
SOR	_0.9	2.010437971
SOR	_0.9	0.044328855
SOR	_0.9	1.292235864
SOR	_0.9	14.54082027
SOR	_0.9	4.129972722
SOR	_0.9	2.448380555
SOR	_0.9	5.859984602
SOR	_0.9	4.963378526
SOR	_0.9	1.879767814
SOR	_0.9	-0.448202516
SOR	_0.9	5.109893337
SOR	_0.9	3.985795308
SOR	_0.9	2.820212478
SOR	_0.9	1.123709092
SOR	_0.9	2.818921025
SOR	_0.9	9.628598442
SOR	_0.9	2.528321675
SOR	_0.9	1.375277107
SOR	_0.9	3.458229252
SOR	_0.9	4.01130835
SOR	_0.9	5.487784835
SOR	_0.9	2.049701054
SOR	_0.9	3.756489804
SOR	_0.9	0.800969178
SOR	_0.9	1.409342958
SOR	_0.9	4.888640411
SOR	_0.9	1.990096362
SOR	_0.9	2.255277107
SOR	_0.9	0.889863581
SOR	_0.9	2.051194498
SOR	_0.9	2.396787268
SOR	_0.9	1.936248302
SOR	_0.9	6.944586516
SOR	_0.9	2.239916187
SOR	_0.9	6.002785092
SOR	_0.9	1.937472415
SOR	_0.9	6.407498604
SOR	_0.9	4.158129149
SOR	_0.9	7.685686658
SOR	_0.9	4.954155074
SOR	_0.9	3.408211951
SOR	_0.9	9.196422713
SOR	_0.9	-0.327679693
SOR	_0.9	3.238626297
SOR	_0.9	3.532521344
SOR	_0.9	3.668255412
SOR	_0.9	6.82411646
SOR	_0.9	0.864449832
SOR	_0.9	4.084389518
SOR	_0.9	2.278725383
SOR	_0.9	1.434085433
SOR	_0.9	1.294221726
SOR	_0.9	5.088835114
SOR	_0.9	4.375538888
SOR	_0.9	6.367001245
SOR	_0.9	1.933036938
SOR	_0.9	1.649932427
SOR	_0.9	10.90298108
SOR	_0.9	6.936817673
SOR	_0.9	2.271509593
SOR	_0.9	3.32398344
SOR	_0.9	0.273912042
SOR	_0.9	0.707390903
SOR	_0.9	2.636256738
SOR	_0.9	4.774837996
SOR	_0.9	5.506399703
SOR	_0.9	2.257335152
SOR	_0.9	2.793571067
SOR	_0.9	3.717694972
SOR	_0.9	1.85755762
SOR	_0.9	3.263918696
SOR	_0.9	3.716594742
SOR	_0.9	9.065384181
SOR	_0.9	4.694571202
SOR	_0.9	7.111397031
SOR	_0.9	4.107893812
SOR	_0.9	1.660119013
SOR	_0.9	0.695515241
SOR	_0.9	2.926453131
SOR	_0.9	2.213192367
SOR	_0.9	10.34467604
SOR	_0.9	3.619290597
SOR	_0.9	3.225351203
SOR	_0.9	1.664561457
SOR	_0.9	0.691809413
SOR	_0.9	3.404916225
SOR	_0.9	7.694292314
SOR	_0.9	5.675721556
SOR	_0.9	2.409924205
SOR	_0.9	3.960041717
