#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:Danaus" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:Danaus" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:Danaus">
#                <taxonset id="TaxonSet.Danaus" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:Danaus" name="distribution" x="@birthRate.t:Danaus">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:Danaus" name="distribution">
#            <parameter id="rateAC.s:Danaus" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:Danaus" name="distribution">
#            <parameter id="rateAG.s:Danaus" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:Danaus" name="distribution">
#            <parameter id="rateAT.s:Danaus" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:Danaus" name="distribution">
#            <parameter id="rateCG.s:Danaus" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.8" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:Danaus" name="distribution">
#            <parameter id="rateGT.s:Danaus" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.11" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.12" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Danaus" id="treeLikelihood.Danaus" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Danaus">
#            <siteModel id="SiteModel.s:Danaus" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Danaus" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Danaus" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Danaus" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:Danaus" rateAC="@rateAC.s:Danaus" rateAG="@rateAG.s:Danaus" rateAT="@rateAT.s:Danaus" rateCG="@rateCG.s:Danaus" rateGT="@rateGT.s:Danaus" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:Danaus" lower="0.0" name="rateCT">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:Danaus" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:Danaus" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Danaus" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Danaus" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	rateAC	rateAG	rateAT	rateCG	rateGT
15000	-10109.554640009375	-10880.713660549123	771.1590205397482	-10880.713660549123	0.057173051535655016	781.2341478146933	118.79040259393827	0.24554609601766708	0.25131439753624146	0.23504654245496212	0.26809296399112925	0.4439613533801648	0.6161644742898826	0.8922595174937972	0.0847515739693058	0.13793881510918735
16000	-9854.3314911649	-10630.96287542572	776.6313842608191	-10630.96287542572	0.05358482120143546	786.7110460998084	125.21744891305413	0.24554609601766708	0.25131439753624146	0.23504654245496212	0.26809296399112925	0.4439613533801648	0.6190195706189323	0.8922595174937972	0.0847515739693058	0.13793881510918735
17000	-9425.768399068997	-10189.527716131452	763.7593170624546	-10189.527716131452	0.05505786781344408	773.6178212244982	112.24429369108881	0.24554609601766708	0.2607821836674068	0.22007351551824048	0.27359820479668556	0.43725024133708845	0.6190195706189323	0.8922595174937972	0.078398395780605	0.12034855551670016
18000	-8918.557104244343	-9714.579396764719	796.0222925203761	-9714.579396764719	0.0462422172333621	805.5691289410178	122.64279617129745	0.24554609601766708	0.2607821836674068	0.22007351551824048	0.27359820479668556	0.38646920282603103	0.7946677189199318	0.8922595174937972	0.078398395780605	0.07645545038109722
19000	-8393.070236004924	-9209.530032858615	816.4597968536909	-9209.530032858615	0.04221899105441009	825.5731320205707	129.3750788059545	0.24554609601766708	0.2607821836674068	0.22007351551824048	0.27359820479668556	0.38646920282603103	0.7946677189199318	0.5839930168278061	0.078398395780605	0.07645545038109722
20000	-7937.33913323618	-8763.54180345076	826.2026702145804	-8763.54180345076	0.0389244411471247	834.7187546358365	152.880558233991	0.24554609601766708	0.2605915225219238	0.22026417666372347	0.27359820479668556	0.211740552853655	0.7881323171911764	0.5839930168278061	0.078398395780605	0.07645545038109722
21000	-7483.117628228587	-8318.161313807208	835.0436855786213	-8318.161313807208	0.03815884526004117	842.9794768729191	151.5194538738783	0.25698045226139316	0.2577628160258169	0.21165852691610434	0.27359820479668556	0.1485798938115425	0.7881323171911764	0.5839930168278061	0.078398395780605	0.05965210963302367
22000	-6970.661227703716	-7834.4758075727195	863.8145798690038	-7834.4758075727195	0.03420594488259085	871.7162868444142	167.88876696318692	0.25698045226139316	0.2538693157085656	0.21165852691610434	0.2774917051139369	0.1485798938115425	0.7614262673764359	0.5839930168278061	0.078398395780605	0.05965210963302367
23000	-6605.918270483396	-7498.241441430847	892.3231709474516	-7498.241441430847	0.036769629567587336	900.224877922862	187.58295426866056	0.25698045226139316	0.25628264545450785	0.20924519717016207	0.2774917051139369	0.1485798938115425	0.7614262673764359	0.5839930168278061	0.078398395780605	0.05965210963302367
24000	-6435.717214542202	-7319.826223136518	884.1090085943162	-7319.826223136518	0.05201989428014233	891.6984453024295	197.73932352887854	0.25698045226139316	0.2523604890962395	0.20924519717016207	0.28141386147220526	0.1485798938115425	0.5642850271652897	0.5737920088811563	0.078398395780605	0.05965210963302367
25000	-6177.433000248873	-7072.243332882813	894.8103326339399	-7072.243332882813	0.040027419635536785	902.282716807182	206.4055243329426	0.25714355413741086	0.2523604890962395	0.20908209529414434	0.28141386147220526	0.1485798938115425	0.5642850271652897	0.5737920088811563	0.078398395780605	0.05277513817423514
26000	-5916.727332083477	-6815.964540478505	899.2372083950276	-6815.964540478505	0.03904090786887003	906.3502049431524	203.3130307023156	0.25714355413741086	0.2523604890962395	0.20036992978805573	0.29012602697829387	0.1335378243188571	0.5642850271652897	0.5737920088811563	0.04216791678257827	0.07501405325700952
27000	-5719.72486948218	-6636.84050841365	917.1156389314705	-6636.84050841365	0.03801866782571541	923.9764422565	200.15489340433612	0.25714355413741086	0.2523604890962395	0.20036992978805573	0.29012602697829387	0.1335378243188571	0.5642850271652897	0.5737920088811563	0.036826875322069054	0.06596704069617798
28000	-5617.863545334516	-6536.475681705624	918.6121363711084	-6536.475681705624	0.03778357557223772	925.6675872974583	223.28370005588403	0.25714355413741086	0.25592832564186474	0.1968020932424305	0.29012602697829387	0.1651065924600036	0.5642850271652897	0.5737920088811563	0.036826875322069054	0.06527380942293175
29000	-5419.848801955613	-6357.134445136961	937.2856431813483	-6357.134445136961	0.035194802082624196	942.7523065161797	246.25442194315875	0.25714355413741086	0.2491899247013378	0.1968020932424305	0.29686442791882084	0.09653884018581099	0.5642850271652897	0.46913748708969405	0.01953595123225881	0.049397338353672535
30000	-5319.936613326099	-6240.745707988953	920.8090946628539	-6240.745707988953	0.03859835044491105	926.2189244345329	209.73591717984553	0.25714355413741086	0.24045739841061742	0.1968020932424305	0.30559695420954125	0.09653884018581099	0.5642850271652897	0.4055541552606252	0.01953595123225881	0.054157965435293456
31000	-5201.101631089783	-6136.038473789856	934.9368427000732	-6136.038473789856	0.04283745940227851	941.2653275944456	243.3986175685659	0.25714355413741086	0.24045739841061742	0.1968020932424305	0.30559695420954125	0.18185813837597564	0.6011709481430513	0.4055541552606252	0.025308252035844265	0.054157965435293456
32000	-5070.949476477785	-6017.139938787485	946.1904623097008	-6017.139938787485	0.04835655743791796	951.9230464417183	237.36867052531085	0.25714355413741086	0.24045739841061742	0.1968020932424305	0.30559695420954125	0.18185813837597564	0.6011709481430513	0.4055541552606252	0.013532660845939059	0.054157965435293456
33000	-4903.99056990485	-5840.693920158572	936.7033502537215	-5840.693920158572	0.038993240163232024	944.040710542894	239.3897973050131	0.24857331148935716	0.24045739841061742	0.1963150265181962	0.31465426358182924	0.18185813837597564	0.6011709481430513	0.4378846468993784	0.06726124387821263	0.054157965435293456
34000	-4786.791942780163	-5736.576996789145	949.785054008982	-5736.576996789145	0.04252149582934378	957.6981174391569	225.43887105574953	0.24857331148935716	0.23797857952314255	0.1963150265181962	0.3171330824693041	0.18486600647289564	0.724614561581716	0.41659206274325694	0.08147552044724593	0.06976702504946593
35000	-4568.03008713713	-5562.00918400881	993.9790968716801	-5562.00918400881	0.031435117498827346	1001.7130677228786	307.3768705176492	0.24857331148935716	0.24570657516343283	0.18858703087790593	0.3171330824693041	0.18486600647289564	0.724614561581716	0.41659206274325694	0.08147552044724593	0.05785252680045776
36000	-4537.339865835544	-5501.6293669336765	964.2895010981324	-5501.6293669336765	0.036188361418068526	971.8503884072323	294.3816169006295	0.24857331148935716	0.24570657516343283	0.1684713896404	0.33724872370681	0.18486600647289564	0.7932976821257066	0.41659206274325694	0.06624599409595695	0.054079664668225905
37000	-4459.54758835999	-5440.043900322367	980.4963119623768	-5440.043900322367	0.03750380247337911	988.2930171530265	280.0929596052326	0.24857331148935716	0.24570657516343283	0.1684713896404	0.33724872370681	0.18486600647289564	0.7932976821257066	0.41659206274325694	0.06624599409595695	0.06920653385485263
38000	-4402.652926483299	-5400.075694443042	997.422767959743	-5400.075694443042	0.035760416542309145	1004.4008838842766	327.4573557746632	0.24857331148935716	0.24570657516343283	0.1684713896404	0.33724872370681	0.14893836290419876	0.8202229098533091	0.41659206274325694	0.03743497857835325	0.06249067645430027
39000	-4390.890751017187	-5370.382133733322	979.4913827161351	-5370.382133733322	0.03770534182664397	985.9261714192669	299.96839758528927	0.24857331148935716	0.21935343803819396	0.19482452676563888	0.33724872370681	0.14893836290419876	0.5117489790679187	0.41659206274325694	0.03743497857835325	0.057489241723241054
40000	-4351.749709719533	-5353.10892082071	1001.359211101178	-5353.10892082071	0.03585306934055294	1007.9116221064708	311.3626223496505	0.24857331148935716	0.2078399349305992	0.19482452676563888	0.3487622268144048	0.14893836290419876	0.5117489790679187	0.41659206274325694	0.03743497857835325	0.06501503757448296
41000	-4350.843375851145	-5323.128276352414	972.2849005012696	-5323.128276352414	0.034968359491575327	978.8373115065624	274.1173559143701	0.24857331148935716	0.19319131674087445	0.19482452676563888	0.3634108450041295	0.14893836290419876	0.5117489790679187	0.41659206274325694	0.03743497857835325	0.06501503757448296
42000	-4305.55705580553	-5300.810162818849	995.253107013319	-5300.810162818849	0.033284869615066985	1001.4056575926459	307.5829560779891	0.24857331148935716	0.19319131674087445	0.17475463299099872	0.38348073877876965	0.10570611081555095	0.9538580569405902	0.41659206274325694	0.018268684820394097	0.06501503757448296
43000	-4187.336406442688	-5181.281639734469	993.9452332917807	-5181.281639734469	0.03130386998559733	1000.0183138763487	296.40404859423916	0.24857331148935716	0.19319131674087445	0.17475463299099872	0.38348073877876965	0.10570611081555095	0.8806963178685486	0.41659206274325694	0.018268684820394097	0.06501503757448296
44000	-4135.860564484968	-5139.82030145925	1003.9597369742827	-5139.82030145925	0.03209444344786262	1010.7687369656593	321.6695815508465	0.24857331148935716	0.19319131674087445	0.17475463299099872	0.38348073877876965	0.1534682517734218	0.8806963178685486	0.41659206274325694	0.038003051586316484	0.04647008213162162
45000	-4059.3865422350104	-5077.228702996931	1017.8421607619207	-5077.228702996931	0.0343203280356792	1024.5820107148836	337.25643800413985	0.24857331148935716	0.19319131674087445	0.17475463299099872	0.38348073877876965	0.1534682517734218	0.8214267770597539	0.41659206274325694	0.038003051586316484	0.04647008213162162
46000	-4032.6235173269433	-5047.880908386432	1015.2573910594883	-5047.880908386432	0.03331498793963131	1022.563788780757	372.94557122182806	0.24857331148935716	0.19319131674087445	0.17475463299099872	0.38348073877876965	0.20739873650731644	0.8214267770597539	0.41659206274325694	0.050697161919624506	0.04647008213162162
47000	-3998.3102470802337	-5010.0121326187555	1011.7018855385219	-5010.0121326187555	0.03434772205002146	1018.6173481244728	388.8520532827305	0.24857331148935716	0.164751370530633	0.17475463299099872	0.4119206849890111	0.20739873650731644	0.8214267770597539	0.41659206274325694	0.050697161919624506	0.030844020000060965
48000	-3919.4404479664154	-4944.433126838429	1024.9926788720138	-4944.433126838429	0.034667324085808214	1031.8636179727187	368.80573501075145	0.24857331148935716	0.19076223952835145	0.17475463299099872	0.38590981599129265	0.20739873650731644	0.8214267770597539	0.41659206274325694	0.048387726796102974	0.030844020000060965
49000	-3893.836880575964	-4904.30937005228	1010.4724894763164	-4904.30937005228	0.037937960791007926	1017.2415634774314	313.2706649069768	0.24857331148935716	0.19076223952835145	0.17475463299099872	0.38590981599129265	0.22088819690516068	0.8214267770597539	0.3532292939736766	0.048387726796102974	0.030844020000060965
50000	-3884.8190497553614	-4893.210442300407	1008.391392545045	-4893.210442300407	0.03898741097075965	1014.0828601239612	325.742671087529	0.24857331148935716	0.19076223952835145	0.17475463299099872	0.38590981599129265	0.16077993665362295	0.8214267770597539	0.3532292939736766	0.048387726796102974	0.0137407788139728
51000	-3840.6436125759606	-4879.174607683995	1038.5309951080349	-4879.174607683995	0.0372230884896053	1044.6658434176304	411.82143679623067	0.24857331148935716	0.19076223952835145	0.17475463299099872	0.38590981599129265	0.16077993665362295	0.8214267770597539	0.39185753535610723	0.06912612277604495	0.0137407788139728
52000	-3834.502717527981	-4867.636140606325	1033.1334230783443	-4867.636140606325	0.035950777433893716	1039.2760466753637	334.47713789470976	0.27525065707943336	0.16408489393827524	0.14786068555407283	0.41280376342821856	0.16243714101518406	0.8214267770597539	0.39185753535610723	0.06897226333572701	0.0137407788139728
53000	-3819.5831999503084	-4864.0875597551885	1044.50435980488	-4864.0875597551885	0.03406371144685723	1050.6159001503447	390.3673836568523	0.27525065707943336	0.16408489393827524	0.14786068555407283	0.41280376342821856	0.16243714101518406	0.7960478683537011	0.39185753535610723	0.06897226333572701	0.0137407788139728
54000	-3837.0585651307047	-4863.022374982874	1025.9638098521689	-4863.022374982874	0.036398864182042384	1033.432508617959	381.4284649926393	0.27525065707943336	0.16408489393827524	0.14786068555407283	0.41280376342821856	0.19633776213352838	0.8178477347190464	0.44415978915567994	0.06897226333572701	0.04020936856935268
55000	-3842.432116075368	-4859.463338192503	1017.0312221171353	-4859.463338192503	0.039579976903530656	1023.5654258806998	342.6263834187659	0.27525065707943336	0.16408489393827524	0.14786068555407283	0.41280376342821856	0.19687607721995323	0.8178477347190464	0.44415978915567994	0.025836066758010458	0.04020936856935268
56000	-3836.3230654155823	-4861.11582690592	1024.7927614903372	-4861.11582690592	0.03781543408706038	1031.362713937103	386.1798545768872	0.27525065707943336	0.16408489393827524	0.14786068555407283	0.41280376342821856	0.19687607721995323	0.8178477347190464	0.44415978915567994	0.026824017193597942	0.04020936856935268
57000	-3831.6718386597395	-4862.6201258736455	1030.9482872139058	-4862.6201258736455	0.03655938911373919	1037.9669984912894	371.5851006412671	0.27525065707943336	0.16408489393827524	0.14786068555407283	0.41280376342821856	0.19687607721995323	0.8178477347190464	0.3752731596130698	0.026824017193597942	0.07658719608254458
58000	-3804.1035868659824	-4834.301550375111	1030.1979635091288	-4834.301550375111	0.036548401711773475	1037.9433150238121	418.74277773446255	0.27525065707943336	0.16408489393827524	0.14786068555407283	0.41280376342821856	0.19687607721995323	0.8178477347190464	0.3752731596130698	0.057452473741381994	0.07658719608254458
59000	-3799.2711985543747	-4828.0418684072865	1028.7706698529116	-4828.0418684072865	0.036281865086285975	1036.4495449673705	376.8229416240077	0.27525065707943336	0.1935523050447814	0.14786068555407283	0.3833363523217124	0.14769055129302627	0.8178477347190464	0.3752731596130698	0.07167332643510838	0.07658719608254458
60000	-3779.0592089347083	-4808.296973127	1029.237764192291	-4808.296973127	0.03543604901768816	1037.0924969256355	362.857861845793	0.27525065707943336	0.1935523050447814	0.14786068555407283	0.3833363523217124	0.1771734219926396	0.8178477347190464	0.3752731596130698	0.07167332643510838	0.07658719608254458
61000	-3771.1890014022165	-4801.430175313975	1030.2411739117586	-4801.430175313975	0.0341291545398616	1037.7319841966205	367.0841549623908	0.27525065707943336	0.1935523050447814	0.14786068555407283	0.3833363523217124	0.1771734219926396	0.8178477347190464	0.4321327091083256	0.07167332643510838	0.04522235044793629
62000	-3764.151750583639	-4797.830596826583	1033.678846242944	-4797.830596826583	0.03456460521068327	1041.169656527806	446.4014546206342	0.29973709392385717	0.17777923998002143	0.1499728711027571	0.37251079499336437	0.1771734219926396	0.8178477347190464	0.4321327091083256	0.07167332643510838	0.04522235044793629
63000	-3758.291290774868	-4787.185456636569	1028.8941658617016	-4787.185456636569	0.03669105485250194	1035.5179734140586	360.6181886239501	0.29973709392385717	0.17777923998002143	0.1499728711027571	0.37251079499336437	0.20361710402002256	0.8178477347190464	0.35352495429278896	0.04917200744602348	0.028418657399539773
64000	-3731.150805418207	-4787.510169408079	1056.3593639898716	-4787.510169408079	0.032606813057841945	1062.90920822002	404.0136285313812	0.29973709392385717	0.17777923998002143	0.1499728711027571	0.37251079499336437	0.2419563142695524	0.6400994857189068	0.35352495429278896	0.04917200744602348	0.028418657399539773
65000	-3756.255643574221	-4781.484852565652	1025.2292089914306	-4781.484852565652	0.034629834334995536	1031.7288344948618	398.0461270523365	0.29973709392385717	0.17777923998002143	0.1499728711027571	0.37251079499336437	0.2419563142695524	0.6400994857189068	0.3359434823632008	0.04917200744602348	0.028418657399539773
66000	-3742.0791441624615	-4775.701125601438	1033.6219814389767	-4775.701125601438	0.03451264312243353	1040.3800564286157	395.3538480609373	0.29973709392385717	0.17777923998002143	0.1499728711027571	0.37251079499336437	0.2419563142695524	0.8474611415982536	0.329678951087429	0.04917200744602348	0.028418657399539773
67000	-3741.453669177218	-4785.005406265545	1043.5517370883274	-4785.005406265545	0.03478658342445606	1050.4915366436567	420.6502630862234	0.29973709392385717	0.17678004027849128	0.15829078822591075	0.3651920775717408	0.2799102349032885	0.8474611415982536	0.329678951087429	0.04917200744602348	0.02962152690965673
